DATE,revenue,tv_S,ooh_S,print_S,facebook_I,search_clicks_P,search_S,competitor_sales_B,facebook_S,events,newsletter
2016-08-08,1485698.33333333,0.0,0.0,807.7777777777774,0.0,7304.352111598334,2533.3333333333335,4941143,0.0,na,17162.0
2016-08-15,1556608.33333333,28630.680000000004,0.0,0.0,5124647.2077109,0.0,0.0,4762083,1011.8776916675266,na,19401.6538461538
2016-08-22,1391206.66666667,0.0,0.0,13979.733333333332,3888055.5115468,0.0,0.0,4409483,641.83938513355,na,19401.6538461538
2016-08-29,2018783.33333333,23991.160000000003,159645.86666666667,0.0,0.0,9151.1797858402,3080.0,6065021,0.0,na,2453.0
2016-09-05,2170721.66666667,21261.84,87810.13333333335,3081.3777777777736,1293290.1215575,7270.375661831334,3173.3333333333335,6512777,62.79691098017434,na,3186.0
2016-09-12,2247670.0,0.0,160115.73333333334,0.0,0.0,10132.166311544534,3333.3333333333335,7311071,0.0,na,11247.0
2016-09-19,2192026.66666667,0.0,32694.399999999998,25536.622222222268,18188032.787326567,10565.893535657468,3400.0,6652807,4537.618099311167,na,15280.0
2016-09-26,1895213.33333333,0.0,162375.46666666667,0.0,0.0,7473.372716534267,2973.3333333333335,6168548,0.0,na,2886.0
2016-10-03,2232910.0,144536.64,121869.86666666665,9813.15555555556,14226512.314223034,9646.709126187501,3373.3333333333335,6395275,3147.1676928100896,na,14067.0
2016-10-10,2406035.0,0.0,0.0,10723.777777777774,15350219.057324668,12546.828927968934,3986.6666666666665,7711902,3614.1666956623335,na,24098.0
2016-10-17,2252445.0,81389.34666666666,29795.733333333334,0.0,20472630.806976,12235.020700376466,3720.0,6734048,5324.417293529,na,26550.0
2016-10-24,2663125.0,0.0,158912.53333333333,9360.977777777773,21314180.087047167,10533.131781034166,4080.0,8356638,5865.922936710033,na,17728.0
2016-10-31,2974771.66666667,93994.78666666667,0.0,0.0,23921863.978681535,11553.3079938187,4893.333333333333,8937615,6407.428579891067,na,13989.0
2016-11-07,2826128.33333333,0.0,142602.13333333333,11543.822222222227,21344437.122307967,14074.6642317623,4160.0,8832206,6954.9446522006,na,29426.0
2016-11-14,3182900.0,52324.386666666665,0.0,0.0,17399857.386839934,0.0,0.0,9584624,5332.015383182,na,19401.6538461538
2016-11-21,2964696.66666667,6957.053333333333,145018.13333333333,7293.066666666667,26828516.63087493,0.0,0.0,9029457,6682.093850631267,na,19401.6538461538
2016-11-28,2848525.0,0.0,0.0,4142.933333333333,17912251.165884133,24651.985441256937,9533.333333333334,9334174,4731.879704917267,na,27941.0
2016-12-05,2740160.0,14254.4,239080.53333333333,0.0,7156642.010745133,21707.995976775434,8400.0,8234498,1656.4678646185232,na,51273.0
2016-12-12,2380508.33333333,0.0,0.0,0.0,9824311.5340606,17589.6202046075,7346.666666666667,7904539,3030.361239935437,na,19606.0
2016-12-19,2230915.0,0.0,334920.0,0.0,4707374.896630634,15895.594756856268,6893.333333333333,7127441,1011.8776916675266,na,4453.0
2016-12-26,3659425.0,107721.01333333332,0.0,0.0,22845683.166342665,25949.86199855727,7733.333333333333,7730351,7226.548006214966,na,559.0
2017-01-02,2827008.33333333,41054.346666666665,453696.0,27998.13333333333,19390380.070064567,19393.280509673066,7373.333333333333,7498330,4281.210924602833,na,46507.0
2017-01-09,2042143.33333333,0.0,0.0,0.0,19557226.0099221,21071.321737579998,7080.0,6815506,5472.976956893833,na,21771.0
2017-01-16,2113358.33333333,5913.293333333332,0.0,1535.6444444444398,18679824.8726728,20637.544698338035,6706.666666666667,6701008,5987.719179804567,na,35351.0
2017-01-23,2179918.33333333,0.0,0.0,10780.977777777773,28919354.147985566,20461.457846208934,7000.0,6998027,6502.4614027153,na,13998.0
2017-01-30,2370613.33333333,40244.96,0.0,0.0,20018223.31126933,22707.704291228834,7226.666666666667,7097324,4280.643902986933,na,27415.0
2017-02-06,1814556.66666667,0.0,0.0,0.0,0.0,14867.589296225933,5586.666666666667,6048680,0.0,na,4085.0
2017-02-13,1951668.33333333,0.0,127723.73333333334,0.0,29401726.174486335,0.0,0.0,6290401,8260.4552206404,na,19401.6538461538
2017-02-20,1918238.33333333,0.0,0.0,10691.022222222227,0.0,0.0,0.0,6137639,0.0,na,19401.6538461538
2017-02-27,1472390.0,0.0,0.0,0.0,47563966.07894766,12513.068305619534,4506.666666666667,4802056,13900.619233961634,na,26556.0
2017-03-06,1477865.0,0.0,0.0,14027.777777777732,0.0,15487.664403696532,4666.666666666667,4688746,0.0,na,12272.0
2017-03-13,1300166.66666667,10360.880000000001,0.0,0.0,0.0,13732.673068154467,4213.333333333333,4119318,0.0,na,25992.0
2017-03-20,1160205.0,0.0,0.0,19853.82222222227,0.0,9934.772839172134,3773.3333333333335,3618373,0.0,na,22696.0
2017-03-27,1356871.66666667,0.0,24476.266666666666,0.0,10382426.806595167,15300.743308826366,4800.0,4476843,2615.8684387151898,na,26404.0
2017-04-03,1355833.33333333,0.0,0.0,0.0,0.0,10658.6001230986,4560.0,4523389,0.0,na,1245.0
2017-04-10,1176266.66666667,0.0,500361.60000000003,0.0,0.0,8488.549554992167,3666.6666666666665,3711150,0.0,na,1126.0
2017-04-17,1955281.66666667,7469.053333333333,0.0,0.0,0.0,9083.8344655543,3546.6666666666665,3057885,0.0,na,11966.0
2017-04-24,1029928.33333333,0.0,296154.6666666667,0.0,0.0,8713.820471490433,3266.6666666666665,3309344,0.0,na,17897.0
2017-05-01,2263143.33333333,36622.920000000006,0.0,0.0,0.0,7393.346084607766,2600.0,2826863,0.0,na,6052.0
2017-05-08,813771.666666667,0.0,306346.13333333336,0.0,0.0,6175.205255625767,2680.0,2604828,0.0,na,9055.0
2017-05-15,880871.666666667,0.0,0.0,0.0,0.0,0.0,0.0,2940496,0.0,na,19401.6538461538
2017-05-22,919185.0,0.0,41006.4,0.0,15447367.0115415,0.0,0.0,3024982,3978.534786037367,na,19401.6538461538
2017-05-29,826321.666666667,0.0,0.0,7174.711111111107,0.0,6193.3643033728,2173.3333333333335,2681061,0.0,na,5778.0
2017-06-05,833798.333333333,9125.466666666667,42486.933333333334,0.0,12831813.973449133,6252.9041434871,2680.0,2609725,3092.053191744964,na,1988.0
2017-06-12,746271.666666667,0.0,0.0,0.0,0.0,7354.087654904767,2226.6666666666665,2487079,0.0,na,4794.0
2017-06-19,1036406.66666667,36259.68,0.0,0.0,1096202.7566056934,8925.867525581267,3173.3333333333335,3149223,31.2705091363358,na,5180.0
2017-06-26,927931.666666667,0.0,158632.0,4659.422222222227,0.0,6929.781939554967,2666.6666666666665,2963072,0.0,na,1048.0
2017-07-03,1126943.33333333,4560.759999999999,0.0,9573.066666666668,25039209.394551564,12648.1549625052,3786.6666666666665,3485135,6650.113831494699,na,10977.0
2017-07-10,1184220.0,0.0,0.0,0.0,0.0,11853.19284099,3720.0,3950566,0.0,na,6813.0
2017-07-17,1315508.33333333,9863.800000000001,108181.33333333333,24957.511111111064,0.0,11018.839134186666,3853.3333333333335,3800790,0.0,na,2361.0
2017-07-24,1279360.0,0.0,0.0,0.0,0.0,11562.270481511967,3866.6666666666665,4264348,0.0,na,15114.0
2017-07-31,1455811.66666667,11384.919999999998,205440.0,1452.4444444444398,0.0,12679.518510645734,4533.333333333333,4429446,0.0,na,10044.0
2017-08-07,1553355.0,0.0,104866.13333333335,9467.244444444439,0.0,17892.063001733433,5360.0,4916984,0.0,na,8930.0
2017-08-14,1374855.0,34047.05333333334,0.0,0.0,0.0,0.0,0.0,4198833,0.0,na,19401.6538461538
2017-08-21,1970110.0,0.0,0.0,11348.177777777773,6440827.7377115,0.0,0.0,6276021,1342.67810238147,na,19401.6538461538
2017-08-28,2336431.66666667,117889.12,0.0,0.0,4742349.4953119,23445.0249066227,7000.0,7010039,898.9269857809667,na,33712.0
2017-09-04,2002065.0,0.0,0.0,0.0,0.0,14936.6081894453,6493.333333333333,6679241,0.0,na,20000.0
2017-09-11,2027418.33333333,48869.26666666666,150164.80000000002,4610.35555555556,2703620.8110749735,15666.469342832,5586.666666666667,5890204,621.7668199308199,na,2265.0
2017-09-18,1886570.0,0.0,0.0,0.0,0.0,18388.75647559763,6440.0,6289814,0.0,na,15924.0
2017-09-25,2529721.66666667,83663.84000000001,144563.73333333334,0.0,10559520.827648,24332.8536359244,7640.0,7410667,2529.000727159863,na,24336.0
2017-10-02,2357930.0,111304.45333333332,58363.200000000004,0.0,0.0,23226.611253211737,7346.666666666667,7799073,0.0,na,29510.0
2017-10-09,3003391.66666667,44637.786666666674,327236.26666666666,18504.933333333334,19360866.761464667,18431.1192651512,8013.333333333333,8147766,5348.572414366166,na,15458.0
2017-10-16,2283685.0,0.0,0.0,0.0,14937395.767768366,24254.9436575539,7586.666666666667,7617066,4190.374061736234,na,43966.0
2017-10-23,2584721.66666667,44360.50666666666,46091.200000000004,0.0,21426849.002826966,23115.843724692237,7920.0,7756047,4731.879704917267,na,35016.0
2017-10-30,2565400.0,4645.2266666666665,0.0,0.0,22344988.141388334,24376.7103916034,8466.666666666666,8307903,5273.385348098301,na,4749.0
2017-11-06,3407085.0,21149.013333333332,318524.26666666666,23039.911111111065,13314676.788687468,26330.239038604002,9826.666666666666,9283504,3552.8149568223666,na,25943.0
2017-11-13,2803291.66666667,0.0,0.0,0.0,31890945.16955967,0.0,0.0,9355428,7600.101846767499,na,19401.6538461538
2017-11-20,3303155.0,55227.333333333336,105305.06666666667,1346.0888888888933,12195879.351824535,0.0,0.0,9662004,3279.9641552530197,na,19401.6538461538
2017-11-27,3103743.33333333,0.0,0.0,9601.777777777774,11842611.303908998,36905.96789916367,15013.333333333334,9984742,2463.79324133178,na,41469.0
2017-12-04,2793875.0,28923.546666666665,87842.13333333335,0.0,7493271.207965434,30409.806236779932,12733.333333333334,8430013,1656.4678646185232,na,16136.0
2017-12-11,2260396.66666667,0.0,0.0,0.0,10472084.574890133,27236.329063323035,11120.0,7544173,3030.361239935437,na,37784.0
2017-12-18,2399176.66666667,63749.05333333334,91841.59999999999,0.0,4846725.428313033,32468.983975588333,11666.666666666666,7267249,1011.8776916675266,na,43251.0
2017-12-25,3827520.0,90415.72000000002,0.0,15034.4444444444,23016416.072151396,30009.893347637266,10080.0,6834014,7226.548006214966,na,57523.0
2018-01-01,3109461.66666667,0.0,0.0,5291.688888888893,14403508.974559367,33305.9585773386,10653.333333333334,6891431,4281.210924602833,na,77617.0
2018-01-08,2228128.33333333,0.0,3947.2000000000003,0.0,22268248.093473967,33849.81091166467,10840.0,7355344,5472.976956893833,na,74527.0
2018-01-15,2202593.33333333,39089.24,0.0,15480.666666666666,0.0,31966.3239607471,10080.0,6360391,0.0,na,10394.0
2018-01-22,1918293.33333333,0.0,56811.200000000004,19347.422222222267,0.0,22464.587120172397,9226.666666666666,5937052,0.0,na,9740.0
2018-01-29,1862458.33333333,25169.2,0.0,0.0,0.0,25438.511984387867,8960.0,5721235,0.0,na,13533.0
2018-02-05,1975951.66666667,0.0,0.0,4746.8,2966401.347734653,32276.283774587035,10613.333333333334,6467565,472.98034791961,na,56102.0
2018-02-12,1827318.33333333,9165.213333333335,54185.6,0.0,0.0,0.0,0.0,5749120,0.0,na,19401.6538461538
2018-02-19,1656268.33333333,0.0,0.0,6311.422222222227,0.0,0.0,0.0,5389739,0.0,na,19401.6538461538
2018-02-26,1703790.0,12356.106666666667,56171.200000000004,10002.800000000001,0.0,25169.620752354003,7413.333333333333,5114017,0.0,na,19325.0
2018-03-05,1488115.0,0.0,0.0,0.0,0.0,22794.6813986792,7360.0,4961257,0.0,na,18078.0
2018-03-12,1727330.0,53120.253333333334,90604.26666666666,20486.8,0.0,18269.578591315065,7080.0,4823884,0.0,na,8711.0
2018-03-19,1208246.66666667,0.0,0.0,0.0,0.0,17809.897735163868,5960.0,4036244,0.0,na,12979.0
2018-03-26,1388960.0,19743.84,81915.2,2989.15555555556,0.0,14740.790069662035,6333.333333333333,4191403,0.0,na,23910.0
2018-04-02,2408331.66666667,0.0,0.0,0.0,0.0,18466.679935809236,5520.0,3583995,0.0,na,10567.0
2018-04-09,1131721.66666667,0.0,11257.6,0.0,0.0,18498.120523954265,5973.333333333333,3771321,0.0,na,41329.0
2018-04-16,950015.0,0.0,0.0,0.0,7003770.760010933,16808.521753258534,4973.333333333333,3167512,2113.260478384643,na,21616.0
2018-04-23,801298.333333333,0.0,158353.6,0.0,0.0,12274.6903112624,3693.3333333333335,2604407,0.0,na,2529.0
2018-04-30,779838.333333334,0.0,0.0,0.0,48661981.684228,9551.542389951634,3173.3333333333335,2549137,12800.597299122666,na,6836.0
2018-05-07,889546.666666667,0.0,59674.13333333333,0.0,0.0,15194.092312835468,4720.0,2937422,0.0,na,330.0
2018-05-14,862850.0,0.0,0.0,6803.64444444444,48377013.28360867,0.0,0.0,2752045,13040.447442646831,na,19401.6538461538
2018-05-21,2601601.66666667,947.1066666666667,26288.533333333336,0.0,0.0,0.0,0.0,3080867,0.0,event1,19401.6538461538
2018-05-28,905008.333333334,0.0,0.0,4205.422222222227,4956890.746001967,12663.510455905167,4640.0,2957153,1009.0425835880434,na,28568.0
2018-06-04,910551.666666667,0.0,0.0,0.0,0.0,16079.288687339666,4720.0,3035519,0.0,na,26708.0
2018-06-11,923853.333333333,8314.68,0.0,5424.666666666667,0.0,10628.7399063469,4533.333333333333,2885659,0.0,na,7675.0
2018-06-18,982420.0,0.0,17462.933333333334,0.0,0.0,16028.631203994168,5413.333333333333,3263336,0.0,na,23355.0
2018-06-25,1056811.66666667,0.0,0.0,10384.133333333333,13068806.191923099,13249.232336506233,5160.0,3369140,3756.9427385450667,na,16989.0
2018-07-02,932326.666666667,14621.946666666669,168101.33333333334,0.0,0.0,10623.452379864966,3933.3333333333335,2839892,0.0,na,14653.0
2018-07-09,1126221.66666667,0.0,0.0,11487.911111111107,34236690.58185967,14455.840758187702,5186.666666666667,3555964,8079.802133815833,na,15143.0
2018-07-16,1140006.66666667,8855.786666666665,59517.86666666667,0.0,0.0,15286.709863983568,5146.666666666667,3590008,0.0,na,9013.0
2018-07-23,1479303.33333333,9728.893333333333,0.0,5172.666666666667,0.0,15790.122897240033,6920.0,4606123,0.0,na,22477.0
2018-07-30,1647193.33333333,0.0,0.0,0.0,0.0,25944.332524202768,7746.666666666667,5494567,0.0,na,8906.0
2018-08-06,2009478.33333333,13041.493333333332,92574.40000000001,7200.133333333334,0.0,25628.49218360303,8773.333333333334,6045317,0.0,na,59318.0
2018-08-13,1523443.33333333,0.0,0.0,0.0,18207358.69918483,0.0,0.0,5035305,4450.7503877558665,na,19401.6538461538
2018-08-20,1420118.33333333,61563.12,106432.0,0.0,0.0,0.0,0.0,4208615,0.0,na,19401.6538461538
2018-08-27,1673551.66666667,0.0,0.0,0.0,14621474.4848198,27411.174839478932,8586.666666666666,5541654,4508.473188254101,na,48020.0
2018-09-03,2061091.66666667,11661.413333333336,68213.33333333333,772.444444444444,0.0,31195.695198575664,9733.333333333334,6397383,0.0,na,70855.0
2018-09-10,2144110.0,0.0,0.0,536.0,0.0,30301.017155824233,10506.666666666666,7137648,0.0,na,46225.0
2018-09-17,2058653.33333333,0.0,46120.53333333333,9685.066666666668,13801981.7807277,31338.562959106635,9360.0,6541298,3402.8944415793667,na,74995.0
2018-09-24,2208345.0,887.9333333333334,29320.0,0.0,0.0,32265.167943233,10893.333333333334,7283453,0.0,na,1047.0
2018-10-01,2603008.33333333,156703.44,26227.2,2698.44444444444,3798040.606992567,35375.66491268433,12346.666666666666,7884994,916.8448688432933,na,34469.0
2018-10-08,2313193.33333333,0.0,0.0,2589.8222222222266,6774055.545936033,36422.38408798967,11493.333333333334,7610669,2015.8461647736467,na,22232.0
2018-10-15,2813106.66666667,44489.52,63107.200000000004,1039.1111111111106,11921024.3416382,30446.725042536866,12760.0,8364119,2442.5866328972565,na,49409.0
2018-10-22,2665110.0,0.0,0.0,0.0,0.0,32520.188457953434,13493.333333333334,8898789,0.0,na,49575.0
2018-10-29,2947875.0,25289.97333333333,0.0,2128.133333333333,30516389.596437264,40913.549247504336,13800.0,8887808,7931.809492066866,na,42276.0
2018-11-05,2768941.66666667,0.0,145392.0,1455.5111111111066,0.0,39521.572610573,14053.333333333334,8982377,0.0,na,25332.0
2018-11-12,2666240.0,57350.920000000006,0.0,0.0,39020754.60235267,0.0,0.0,7958631,8728.474862401266,na,19401.6538461538
2018-11-19,2559550.0,0.0,47053.333333333336,0.0,0.0,0.0,0.0,8467716,0.0,na,19401.6538461538
2018-11-26,2653766.66666667,53525.200000000004,0.0,15129.466666666667,21917216.95735013,52188.128214422664,16000.0,7536793,7003.5951068445,na,301.0
2018-12-03,2144703.33333333,0.0,53558.93333333333,0.0,0.0,38041.17150802633,13986.666666666666,7097277,0.0,na,34832.0
2018-12-10,2451681.66666667,0.0,0.0,6282.666666666667,0.0,50607.669106781665,15773.333333333334,7989344,0.0,na,68792.0
2018-12-17,2469486.66666667,0.0,15363.733333333332,0.0,0.0,38023.97611838133,15546.666666666666,8215719,0.0,na,37199.0
2018-12-24,3208150.0,158046.57333333333,0.0,7451.95555555556,32200517.801150564,50134.327502800996,17146.666666666668,8125604,9068.007406000032,na,80865.0
2018-12-31,2746851.66666667,51379.90666666667,0.0,0.0,0.0,34878.158553984664,14493.333333333334,7314043,0.0,na,54011.0
2019-01-07,2566165.0,0.0,329.59999999999997,903.6,6605940.800922333,40333.86629603333,17026.666666666668,8498273,1475.81477779394,na,96236.0
2019-01-14,2554828.33333333,11583.973333333333,0.0,735.1111111111107,0.0,37302.78627542233,16293.333333333334,8027598,0.0,na,80627.0
2019-01-21,1959706.66666667,0.0,27275.2,2920.2222222222267,10381943.6071373,39059.296134673,13813.333333333334,6399576,2861.5022027214964,na,629.0
2019-01-28,2424486.66666667,31676.399999999998,0.0,0.0,0.0,39410.367500875,15200.0,7415825,0.0,na,19984.0
2019-02-04,1953060.0,0.0,0.0,4272.04444444444,0.0,47333.04831929667,13920.0,6396016,0.0,na,55736.0
2019-02-11,2086935.0,12722.840000000002,0.0,1191.9111111111108,8001487.215260733,0.0,0.0,6492811,2110.31196598198,na,19401.6538461538
2019-02-18,1675816.66666667,0.0,0.0,501.6888888888893,0.0,0.0,0.0,5588194,0.0,na,19401.6538461538
2019-02-25,1976413.33333333,18120.960000000003,30883.2,645.8222222222226,510985.60009893,29510.131361789536,12186.666666666666,6078682,0.0,na,46243.0
2019-03-04,1480760.0,0.0,0.0,0.0,0.0,24697.386567736965,9946.666666666666,4933396,0.0,na,36979.0
2019-03-11,1425500.0,5490.32,0.0,0.0,0.0,27353.261155231565,9040.0,4597321,0.0,na,23990.0
2019-03-18,1156860.0,0.0,0.0,0.0,27726469.920991898,18417.3058389686,7160.0,3818999,6120.742450893867,na,16046.0
2019-03-25,1252230.0,3483.3866666666668,5765.333333333333,0.0,0.0,23635.346910109132,7973.333333333333,4083211,0.0,na,28980.0
2019-04-01,1209373.33333333,0.0,0.0,0.0,11831373.4167825,24629.462175408833,7880.0,4017170,3308.6554490173767,na,7453.0
2019-04-08,1183801.66666667,47889.81333333333,2057.0666666666666,0.0,0.0,22474.915867950767,7453.333333333333,3588301,0.0,na,37507.0
2019-04-15,918593.333333333,0.0,0.0,2996.2222222222267,0.0,21748.748582943033,6400.0,3026520,0.0,na,43718.0
2019-04-22,2303595.0,4878.400000000001,0.0,0.0,6453814.577516167,17160.486630913034,6266.666666666667,3140648,1596.9305949494035,event2,1167.0
2019-04-29,890675.0,0.0,0.0,12465.911111111107,10562526.337328134,18600.294516980666,5626.666666666667,2828444,2513.1241219147664,na,1546.0
2019-05-06,989913.333333334,3695.8933333333334,0.0,0.0,0.0,18702.8228417039,7280.0,3221944,0.0,na,34861.0
2019-05-13,915791.666666667,0.0,0.0,2123.733333333333,21735746.9416065,0.0,0.0,2992910,6455.058395626366,na,19401.6538461538
2019-05-20,746205.0,29240.38666666667,5769.066666666667,3789.55555555556,0.0,0.0,0.0,2251073,0.0,na,19401.6538461538
2019-05-27,723785.0,0.0,3667.7333333333336,0.0,0.0,13374.698425623734,5213.333333333333,2412562,0.0,na,21000.0
2019-06-03,903125.0,0.0,0.0,1391.9111111111067,0.0,18279.896787484166,6200.0,2989592,0.0,na,19903.0
2019-06-10,672250.0,0.0,0.0,0.0,1303102.87249779,10167.563842943267,4146.666666666667,2240235,49.528605168199,na,8031.0
2019-06-17,739783.333333334,0.0,0.0,0.0,0.0,12051.551426760867,4813.333333333333,2467712,0.0,na,20173.0
2019-06-24,831833.333333334,6160.48,0.0,0.0,0.0,16141.287304647267,4933.333333333333,2672133,0.0,na,26938.0
2019-07-01,939896.666666667,0.0,0.0,0.0,0.0,16051.012729876667,6386.666666666667,3132194,0.0,na,8713.0
2019-07-08,946510.0,5270.36,0.0,0.0,0.0,15111.740941430135,6133.333333333333,3060018,0.0,na,17384.0
2019-07-15,1063913.33333333,0.0,66465.06666666667,0.0,0.0,25572.155600809503,7720.0,3505139,0.0,na,4153.0
2019-07-22,1278223.33333333,12049.506666666668,0.0,0.0,9985410.352033567,25782.63888306297,8520.0,4004072,2860.1413508433466,na,25861.0
2019-07-29,1500828.33333333,0.0,38432.53333333333,0.0,0.0,25109.02569897397,9520.0,4982078,0.0,na,1820.0
2019-08-05,1843118.33333333,13009.973333333333,0.0,0.0,59432757.63819266,34772.64463458767,10813.333333333334,5672763,15400.391408007568,na,40473.0
2019-08-12,1443773.33333333,0.0,33946.666666666664,0.0,0.0,0.0,0.0,4783227,0.0,na,19401.6538461538
2019-08-19,1397435.0,0.0,0.0,3220.2666666666664,32772018.198220063,0.0,0.0,4520254,9744.917811057132,na,19401.6538461538
2019-08-26,1930413.33333333,0.0,38522.13333333333,0.0,0.0,37858.46737882833,12986.666666666666,6397749,0.0,na,48083.0
2019-09-02,2106968.33333333,226.41333333333333,0.0,13731.155555555602,13581799.253078634,39232.59173337134,12800.0,6637702,4037.9586513833,na,34061.0
2019-09-09,2233758.33333333,49267.799999999996,4244.8,0.0,0.0,45976.55610461567,13760.0,6774864,0.0,na,31325.0
2019-09-16,2575148.33333333,0.0,11461.866666666667,14604.311111111065,6328270.5669118995,51907.66211497434,16093.333333333334,8116568,1330.8840527708267,na,70417.0
2019-09-23,2510951.66666667,27816.946666666667,0.0,0.0,0.0,48537.513780826666,15426.666666666666,7702931,0.0,na,50905.0
2019-09-30,2275620.0,0.0,31455.466666666664,19608.933333333334,0.0,43225.85197765534,14680.0,7060116,0.0,na,79428.0
2019-10-07,2505161.66666667,19263.946666666667,0.0,0.0,47150915.70056367,42510.07551349867,15346.666666666666,7603752,13859.7936776171,na,58284.0
