DATE,revenue,tv_S_adstock_norm_sat,ooh_S_adstock_norm_sat,print_S_adstock_norm_sat,facebook_S_adstock_norm_sat,search_S_adstock_norm_sat,competitor_sales_norm,is_holiday,is_christmas,is_new_year,is_easter_monday,is_whit_monday,is_labor_day,is_week_25,is_week_57,is_week_73,is_week_75,is_week_109,is_week_123,event1,event2,August,December,February,January,July,June,March,May,November,October,September
2016-03-07,1588840.0,0.11943955453473357,2.662934164285151e-06,0.8689744740669068,0.11579897515572309,0.6395800129901187,-0.2614688791261313,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-03-14,1605990.0,0.1418169987787011,0.04561874089090023,0.24947036089501734,0.009179425017700782,0.6215932399983903,-0.2892563526887086,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-03-21,1356010.0,0.044051529412835494,0.006501180070729822,0.016386106092358348,0.0006549417740535387,0.6167691815555734,-0.4910942411437066,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-03-28,2103936.66666667,0.012687015862353213,0.11329640834548312,0.8374728755603389,0.844664667759511,0.6276615670617783,-0.497592188930652,1,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-04-04,1120835.0,0.0035705024543686383,0.017191354310741896,0.20524709625335807,0.2856269421561005,0.5963863477757603,-0.8684138785524755,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-04-11,1141140.0,0.0009982220238020788,0.12506107479926032,0.012777908196737837,0.027506021908535377,0.5921299814314765,-0.8537328115213243,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-04-18,1166880.0,0.01011738239221344,0.019192504137249305,0.0006482809533835624,0.6412475629311796,0.5868836366723494,-0.9046648506882016,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-04-25,888806.666666667,0.0028420162929001826,0.002671710840911923,3.251103373145429e-05,0.11225044956055741,0.5874709152073277,-1.2438736503265704,1,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-05-02,898873.333333333,0.0007941374774344836,0.0003666025826759548,0.822332973825322,0.008865373502634036,0.5469503891905065,-1.2914507891581455,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-05-09,889373.333333334,0.00022157594215688517,0.06090546679763573,0.18829510737267616,0.0006323484180893286,0.558501311327238,-1.25304943786619,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-05-16,1915375.0,6.179738974805145e-05,0.00880058313226533,0.011492665534352185,0.7447279287511128,0.220494976581945,-1.2059095170587497,1,0,0,0,1,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-05-23,1006845.0,1.7233266814653036e-05,0.29802619836925975,0.0005823551018103148,0.1710716657092306,0.05948796863001719,-1.083655443188863,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-05-30,869198.333333334,4.805638909900036e-06,0.054928967865309875,2.920304844446744e-05,0.01438909107025361,0.5456209656552703,-1.2753528654836617,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-06-06,727250.0,1.3400801256795768e-06,0.007894025051373238,1.4636601074321252e-06,0.0010316831427111999,0.5380682853063687,-1.5011006923754957,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
2016-06-13,753730.0,3.736881378018765e-07,0.0010881056557284219,7.335687800976217e-08,7.30515866899745e-05,0.5655908426240541,-1.4580974524763133,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
2016-06-20,999196.666666667,0.023742901736910533,0.281724721360871,3.6765533319080292e-09,0.6615763733779794,0.5747198574432745,-1.2188402642515608,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
2016-06-27,845843.333333333,0.0067361591911404735,0.05095917426425619,1.842641600137153e-10,0.1214880953095635,0.5662554955041118,-1.3084521037169339,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
2016-07-04,1126016.66666667,0.01598113365792279,0.007297265591820065,0.5943974190407249,0.009687795527199908,0.5830346691432263,-0.9884456687566449,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2016-07-11,1140978.33333333,0.0045083735780500995,0.0010053274833808593,0.06842195072309651,0.000691542946215461,0.5939154417142154,-0.8352977499981827,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2016-07-18,1242656.66666667,0.0024317022320360145,0.7180454725390866,0.5731647670560955,0.7376559209062585,0.5610975284294597,-0.826911946901729,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2016-07-25,1293483.33333333,0.0006792830396241611,0.2585118865780786,0.06305687636355431,0.1659067107703543,0.5954149943271695,-0.5940532948602002,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2016-08-01,1484843.33333333,0.0638087146435862,0.5158883760202599,0.0033616833656751025,0.8081516421570479,0.6148863493477849,-0.5507938046621045,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False
2016-08-08,1485698.33333333,0.018651627556292502,0.12731285535353998,0.1168181410310089,0.22957797628062257,0.6275774403054113,-0.2880436276394257,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False
2016-08-15,1556608.33333333,0.11206624767136378,0.019580733884257306,0.006585528495871068,0.42470666616301816,0.2736805890001219,-0.3744545099810849,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False
2016-08-22,1391206.66666667,0.03399777675142406,0.0027266837830163195,0.8424390465703913,0.33248789301011616,0.07770866953690499,-0.5446124297491461,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False
2016-08-29,2018783.33333333,0.10282829708986967,0.3964799716970738,0.21133923210548677,0.03403644478490132,0.6448839761955246,0.2543180925905491,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False
2016-09-05,2170721.66666667,0.14103857476244425,0.3507836836863865,0.4421465563069487,0.035381905336945886,0.6536665498003749,0.4703964519883597,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2016-09-12,2247670.0,0.04378235608762344,0.5316689217243823,0.03820571406293469,0.0025880171728654804,0.6593605646174558,0.8556376499558148,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2016-09-19,2192026.66666667,0.012606965404992787,0.23630214940244185,0.9213352413201641,0.7863448055931936,0.6617466779150692,0.5379722134889883,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2016-09-26,1895213.33333333,0.003547767185421407,0.505230527444629,0.3698799377606897,0.2065729038920241,0.6475161484352177,0.30427821442783803,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2016-10-03,2232910.0,0.7771481492003428,0.48880507990955757,0.7771478179376609,0.7136507107057815,0.6603577642764773,0.41369226625782446,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-10-10,2406035.0,0.49301538850070975,0.11575157858941558,0.809645776174529,0.7570422935150396,0.6785793821031608,1.049070914670936,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-10-17,2252445.0,0.7291255410313755,0.07343869592952791,0.17571536571142424,0.8247729398286036,0.6722089537902444,0.5771775440615267,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-10-24,2663125.0,0.4287694345170762,0.44294083016187663,0.7632437928199128,0.8425298336103686,0.6814978656382644,1.36020800077298,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-10-31,2974771.66666667,0.7541895147473436,0.09816872043992252,0.1390965491475455,0.8553035467330051,0.7004472145268031,1.6405762303620013,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-11-07,2826128.33333333,0.46108356380282345,0.4071907285703702,0.8080622651972997,0.8662026582259719,0.684958021764382,1.5897078918344019,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2016-11-14,3182900.0,0.5798769242249168,0.08595188382045658,0.1742368331044081,0.8338062335628356,0.3271256029714515,1.9528102221691865,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2016-11-21,2964696.66666667,0.3340627252299258,0.4091449327755478,0.7006564506333929,0.8598822985906444,0.09805008136656275,1.6848973978813953,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2016-11-28,2848525.0,0.12271893481551091,0.08658957801079034,0.5765346699713659,0.8161709485260192,0.7616112294377444,1.8319479107514018,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2016-12-05,2740160.0,0.10786949693580918,0.6278064828147636,0.06387644564101463,0.6169390034384584,0.755067011706865,1.3012656062169081,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False
2016-12-12,2380508.33333333,0.03261720547766935,0.18759912984477473,0.003408198487097302,0.7163872415005224,0.7427975181558089,1.1420337938268068,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False
2016-12-19,2230915.0,0.009314558985535197,0.7715213754504493,0.00017136934550532137,0.4823834929001792,0.7363084259729452,0.7670213742694589,1,1,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False
2016-12-26,3659425.0,0.6469924972278231,0.31613680827457824,8.590211139377968e-06,0.8620575020677325,0.7464719278963894,1.0579740441712224,1,0,1,0,0,0,0,1,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False
2017-01-02,2827008.33333333,0.6192719916347597,0.8620689655172413,0.9294731008545576,0.8016810221078045,0.7426466221229094,0.9460052106417121,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False
2017-01-09,2042143.33333333,0.31203884126461634,0.4610980127989221,0.3977768378555037,0.8313198243704033,0.7387500059472333,0.6164875946243932,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False
2017-01-16,2113358.33333333,0.15161792845446292,0.10485308932822075,0.27332889063539917,0.845752718873002,0.733558396670368,0.5612330810180305,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False
2017-01-23,2179918.33333333,0.04746964948164271,0.015782701961081724,0.7957062989691409,0.8573800841889112,0.7372511180025132,0.7045686884246947,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False
2017-01-30,2370613.33333333,0.23391848412597582,0.0021904908748307216,0.16332561207955867,0.8008473383013812,0.7403542579476127,0.7524874943214875,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False
2017-02-06,1814556.66666667,0.07846558914043958,0.0003004462282112574,0.009688789382086954,0.22146635878410506,0.7165023810257092,0.24643224299630664,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False
2017-02-13,1951668.33333333,0.02319287711355676,0.2901853993633931,0.0004901002451540998,0.8773073356169506,0.3610780205071062,0.3630821083515407,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False
2017-02-20,1918238.33333333,0.006577455922070357,0.05300094609496291,0.7903772975664551,0.3359120192139964,0.11219094284609331,0.2893621306441993,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False
2017-02-27,1472390.0,0.0018428965744775156,0.007603659825511775,0.15893689485003779,0.9268777279310463,0.6871801167681981,-0.35516431563369777,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False
2017-03-06,1477865.0,0.0005145844380735032,0.0010478175621216471,0.8442326713274407,0.47276410762473964,0.6959131796540795,-0.40984552348655945,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-03-13,1300166.66666667,0.007628741704973628,0.00014357607033727013,0.21361084523576257,0.059648110574843045,0.6859925564781475,-0.6846404297193659,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-03-20,1160205.0,0.002139079245169546,1.9658000058492535e-05,0.894822891688513,0.004467130644661294,0.674098917937711,-0.9263867686819621,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-03-27,1356871.66666667,0.000597414080109842,0.014889274475721505,0.2989337353041848,0.6676100677740148,0.6982139691954402,-0.5121058004933986,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-04-03,1355833.33333333,0.00016666358676904383,0.0020648772748252907,0.020923412868793533,0.12440680943725022,0.6941205968016444,-0.48964360385833283,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2017-04-10,1176266.66666667,4.648052774192002e-05,0.8617382195385163,0.001069919125204529,0.009950965981322585,0.6716182760065611,-0.8816143883010166,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2017-04-17,1955281.66666667,0.0026314653470733526,0.46040759895326316,5.367753292637882e-05,0.0007105041514815283,0.6668385350023123,-1.1968674043454934,1,0,0,1,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2017-04-24,1029928.33333333,0.0007351918960815869,0.7660354807701251,2.69038659903512e-06,5.029446755006345e-05,0.6578753044201967,-1.075518169101713,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2017-05-01,2263143.33333333,0.11104116754866439,0.30950263838336867,1.3483908628356773e-07,3.558010890864472e-06,0.6327461302048338,-1.3083541398550143,1,0,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-05-08,813771.666666667,0.03365972598108398,0.757189383903956,6.7579637294966246e-09,2.516955106774751e-07,0.6346536238030285,-1.415503923507032,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-05-15,880871.666666667,0.009619679968420083,0.2991868666921803,3.387005168281935e-10,1.7805014486521925e-08,0.2797639808479448,-1.2535170584681619,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-05-22,919185.0,0.0027012328976849724,0.16527616071004525,1.6975237511186328e-11,0.7610162971381196,0.07991527278965604,-1.2127457538467086,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-05-29,826321.666666667,0.0007547219460548746,0.02639097516332117,0.6918054357088425,0.18384957935979535,0.6040381119823183,-1.3787153565822485,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-06-05,833798.333333333,0.006520671394939468,0.06863957320281808,0.10112495029546623,0.7093807562179681,0.6334142545975541,-1.4131407263059423,1,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
2017-06-12,746271.666666667,0.0018269113016969258,0.009988504714712394,0.005606826657680158,0.1472465939624898,0.6141354103048249,-1.472327306645913,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
2017-06-19,1036406.66666667,0.11720444508403248,0.0013793174997747538,0.00028251160003365703,0.02874541819063544,0.6524441001973864,-1.152789457448797,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
2017-06-26,927931.666666667,0.03570047734438716,0.3901852872083572,0.5615860046455069,0.002089267288339867,0.6351711479806117,-1.2426223188292402,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
2017-07-03,1126943.33333333,0.019934680687957226,0.08053960006026341,0.7764805957598596,0.8485698077104047,0.6722108726981592,-0.9906848427433829,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2017-07-10,1184220.0,0.005639960352721703,0.011849579719400823,0.14828862070549736,0.2838766617333238,0.6718788477207357,-0.7660768712301427,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2017-07-17,1315508.33333333,0.014310590442587806,0.24954116361699188,0.9194122690538256,0.027277073529103513,0.6755424332052361,-0.838355863264122,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2017-07-24,1279360.0,0.004032189095289957,0.04353972727613745,0.3637852576793974,0.001979769946956642,0.676081382298146,-0.614651765215787,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2017-07-31,1455811.66666667,0.015713147539594772,0.5461870412055245,0.2571124697841117,0.00014030760260591224,0.6924901797937751,-0.5349786732195665,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2017-08-07,1553355.0,0.004431906605549031,0.4614261230006296,0.7671358723220629,9.926693036396921e-06,0.7099638054057493,-0.2997022923690814,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False
2017-08-14,1374855.0,0.11507537949415628,0.1049770821619444,0.14171091147944628,7.022234997178935e-07,0.353735850570536,-0.646268033263446,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False
2017-08-21,1970110.0,0.03499327605786638,0.015803225133403893,0.8046493296128611,0.49084790367637704,0.10904590089633394,0.3561425993150554,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False
2017-08-28,2336431.66666667,0.717610114079222,0.0021933786875745144,0.17111432941923949,0.41600069877455026,0.7324546377259303,0.7103654465989827,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False
2017-09-04,2002065.0,0.4147346673042516,0.0003008430698924759,0.010240506181715736,0.04797309258927399,0.7302216187342166,0.5507287490849864,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2017-09-11,2027418.33333333,0.5356264827552318,0.36037298969541304,0.5589401357522534,0.2954754289465364,0.7158607258225697,0.16995479973719357,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2017-09-18,1886570.0,0.24336543686288226,0.07160780578756584,0.05972066669185632,0.028813410387608884,0.7286676278970525,0.36279883353899434,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2017-09-25,2529721.66666667,0.6578002813520879,0.4015811983687218,0.003173127288019645,0.6597271517870159,0.7450487468241599,0.9037007474521841,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2017-10-02,2357930.0,0.8497788951776651,0.2597325447773929,0.00015951387859916737,0.12061049519035084,0.7422438323931791,1.0911379482049737,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2017-10-09,3003391.66666667,0.7877119412372394,0.7721505338202496,0.8849661804005512,0.8157749620171904,0.7499338128436155,1.2594104255665295,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2017-10-16,2283685.0,0.50853024391894,0.3169096973779567,0.27827439489099315,0.7917283985233641,0.7454036248209515,1.0033049008333754,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2017-10-23,2584721.66666667,0.556353741079216,0.18753313393570725,0.01895783792746323,0.8088701463299437,0.7490324176670455,1.070374435283985,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2017-10-30,2565400.0,0.2965175295983753,0.030631256564274952,0.0009675662732665422,0.8264832794933644,0.7551293755179799,1.3366894352032226,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2017-11-06,3407085.0,0.25893030986934085,0.7300057848415213,0.9109542993540853,0.7654927634806595,0.7683040739849217,1.8074955517195026,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2017-11-13,2803291.66666667,0.08878187557146193,0.2701517847221642,0.3389408711729685,0.8723613115979193,0.42577594550985015,1.8422046788363433,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2017-11-20,3303155.0,0.3942164848500212,0.35814249716674734,0.23841606773836913,0.7619381047256873,0.14221999567316934,1.9901523090428468,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2017-11-27,3103743.33333333,0.15359398165377713,0.07096629826564474,0.7700416161692174,0.685903382491063,0.8003717370635417,2.145899406916087,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2017-12-04,2793875.0,0.23262465987729333,0.22420703812712814,0.14370966903859528,0.5869581326530472,0.7916436494824753,1.395617352341277,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False
2017-12-11,2260396.66666667,0.07794410705421793,0.03805882440790117,0.0083411749492991,0.7149433601561842,0.7803849898751763,0.968128153114563,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False
2017-12-18,2399176.66666667,0.44976319716715996,0.21848884319054193,0.00042138774798805985,0.4819897567612473,0.7836610862905226,0.8344900028767565,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False
2017-12-25,3827520.0,0.747970256827472,0.036862584859446476,0.8545041295015203,0.8620545120779787,0.7718687544214906,0.6254191963801143,1,1,0,0,0,0,0,0,0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False
2018-01-01,3109461.66666667,0.45282871312962314,0.005212323662457655,0.6765429427224178,0.8016804874982689,0.7758296944564039,0.6531275267241948,1,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False
2018-01-08,2228128.33333333,0.18750381693226414,0.002143177356415174,0.09488202139554215,0.8313197889297287,0.7774534610247064,0.8770029408857393,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False
2018-01-15,2202593.33333333,0.33671354509087364,0.0002939447120775832,0.8598452896028246,0.25850942356167717,0.7715150387112422,0.3968579245868402,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False
2018-01-22,1918293.33333333,0.12400500381565434,0.0765372903249994,0.9001289515454959,0.024068922662419612,0.763724868427578,0.1925627357136375,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False
