DATE,TV,OOH,Print,Facebook,Search,Non-media Drivers,Baseline + Non-media,Fitted,Actual
2016-11-14,176265.66034377052,7403.587148278374,20208.16824047956,26984.849407630103,756.0539162476241,1239068.7583279226,2892961.284013317,3124579.603069723,3182900.0
2016-11-21,101545.31832353653,35242.27778890556,81262.8603315601,27828.760929989767,226.6137145249906,1069076.607138927,2722969.1328243213,2969074.963912838,2964696.66666667
2016-11-28,37302.97443867605,7458.515839800124,66867.087742976,26414.110677426957,1760.238720063824,1162380.9612051037,2816273.4868904976,2956076.414309441,2848525.0
2016-12-05,32789.178727460254,54076.999841939534,7408.456278265616,19966.276853488645,1745.1136995846405,825660.1387302268,2479552.664415621,2595538.68981636,2740160.0
2016-12-12,9914.678480738874,16159.116531386842,395.28638805630175,23184.76529833032,1716.7564002311547,724626.6835461656,2378519.2092315597,2429889.812330303,2380508.33333333
2016-12-19,2831.3540715400613,66456.08549823944,19.87559406085394,15611.595822468718,1701.7587861245815,587864.1629171012,2241756.6886024955,2328377.358374929,2230915.0
2016-12-26,196666.83566303406,27230.891363923343,0.9963015789076564,27899.158026938014,1725.248709757006,1752009.3442493724,3405901.8699347666,3659424.999999998,3659425.0
2017-01-02,188240.61102932313,74255.53030769144,107801.25225194951,25945.166615144768,1716.4076487559307,600245.4761935476,2254138.001878942,2652096.969731807,2827008.33333333
2017-01-09,94850.70039979563,39717.32985847972,46134.56935786451,26904.380618932235,1707.4017748867707,391164.7479739763,2045057.2736593704,2254371.655669329,2042143.33333333
2017-01-16,46087.425042308845,9031.669232861454,31700.967634288587,27371.47893145581,1695.4029081219946,356105.4571176437,2009997.9828030379,2125884.9265520745,2113358.33333333
2017-01-23,14429.387965994769,1359.4653684177015,92286.84011917407,27747.780630132984,1703.9375394667113,447052.68336488877,2100945.209050283,2238472.620673469,2179918.33333333
2017-01-30,71104.3918952125,188.68103139186658,18942.673532784265,25918.185727902197,1711.109528106077,477457.4275889037,2131349.953274298,2249214.994989695,2370613.33333333
2017-02-06,23851.248956990763,25.879361045531276,1123.71582053755,7167.416241431689,1655.9829810157376,168337.58524826483,1822230.1109336591,1856054.3542946803,1814556.66666667
2017-02-13,7049.957721903313,24995.530032042458,56.84233369208168,28392.695308446077,834.5248705561027,242352.56232283023,1896245.0880082245,1957574.6382748645,1951668.33333333
2017-02-20,1999.3546269071348,4565.3114965453715,91668.77702091578,10871.273070207311,259.29612642916464,195576.8335782662,1849469.3592636604,1958833.3716046652,1918238.33333333
2017-02-27,560.1867708044092,654.9519994422855,18433.66556613404,29996.964403385882,1588.2132542692996,-213378.7190058254,1440513.8066795687,1491747.7886736048,1472390.0
2017-03-06,156.418650217701,90.25524853962013,97914.97901061649,15300.27929279666,1608.3971418517206,-245433.93412853545,1408458.5915568587,1523528.9209008808,1477865.0
2017-03-13,2318.9148214797224,12.367128001164504,24774.806920007777,1930.4188629461812,1585.4685604883261,-419792.80392311513,1234099.721762279,1264721.6980552021,1300166.66666667
2017-03-20,650.217658137421,1.6932696541931114,103782.48512952572,144.57177564541178,1557.979938640175,-573182.1771700325,1080710.3485153615,1186847.2962869646,1160205.0
2017-03-27,181.59644388328175,1282.5087276261104,34670.64402026898,21606.167496398168,1613.7147352391116,-310318.6387550744,1343573.8869303197,1402928.5183537353,1356871.66666667
2017-04-03,50.660866038712385,177.8611261924373,2426.7190804841193,4026.2340131509,1604.2541176632403,-310681.54261402186,1343210.9830713724,1351496.7122749016,1355833.33333333
2017-04-10,14.12872382619366,74227.04103475649,124.09032751922906,322.0476264839554,1552.2466697372893,-598945.2626828991,1054947.263002495,1131186.817384818,1176266.66666667
2017-04-17,799.8886620529086,39657.86008483995,6.2255758256358105,22.99436818707763,1541.1997144635773,259360.97257590317,1913253.4982612974,1955281.6666666665,1955281.66666667
2017-04-24,223.4768786762941,65983.55019654789,0.3120338223356853,1.627702670290871,1520.4838624413485,-682422.1561415627,971470.3695438314,1039199.8202179897,1029928.33333333
2017-05-01,33753.27402357004,26659.44775195256,0.015638776787099094,0.11514952061515156,1462.4052210723573,547375.5498630395,2201268.0755484337,2263143.333333326,2263143.33333333
2017-05-08,10231.574286175372,65221.5791243652,0.0007837956279134841,0.00814573599814228,1466.8138274059258,-897693.4829560871,756199.0427293071,833119.0188967854,813771.666666667
2017-05-15,2924.101944901007,25770.884158896344,3.928283650047786e-05,0.0005762317613847135,646.5915581776496,-794911.9318096613,858980.5938757329,888322.1721532225,880871.666666667
2017-05-22,821.0959611630749,14236.295994462625,1.968805616104108e-06,24629.11567268447,184.700477161641,-808598.4313756048,845294.0943097894,885165.3024172301,919185.0
2017-05-29,229.41344385293377,2273.2239930638457,80236.31045971338,5950.007343410372,1396.0551420577985,-874350.9361880141,779541.5894973801,869626.5998794785,826321.666666667
2017-06-05,1982.0937880051295,5912.366773591873,11728.576400699132,22958.011236515962,1463.9493926659848,-868585.8990669509,785306.6266184433,829351.6242099213,833798.333333333
2017-06-12,555.3277144344494,860.3739889033321,650.2855588847284,4765.408321410451,1419.3920556802946,-917670.7894225522,736221.736262842,744472.5239021551,746271.666666667
2017-06-19,35626.73050936773,118.80946479380133,32.765987774496715,930.3010097671468,1507.9312429419977,-714922.2777911217,938970.2478942724,977186.786108918,1036406.66666667
2017-06-26,10851.903138079413,33609.16188710193,65133.32606645056,67.61590508532522,1468.0099312194473,-771921.7192852716,881970.8064001226,993100.8233280592,927931.666666667
2017-07-03,6059.561104111273,6937.392427363314,90057.02316214827,27462.649655522484,1553.6162814257916,-617212.0069640429,1036680.5187213513,1168750.7613519223,1126943.33333333
2017-07-10,1714.3833361087186,1020.6803181453514,17198.6677097699,9187.229189306858,1552.8489040569987,-474697.0215271466,1179195.5041582477,1209869.3136156353,1184220.0
2017-07-17,4350.0018174435945,21494.581268054622,106634.38656662953,882.780305345656,1561.3161965217412,-520558.4369867885,1133334.0886986055,1268257.154852601,1315508.33333333
2017-07-24,1225.6677991838,3750.3560244765345,42192.190707381975,64.07219295074948,1562.561817679643,-378616.9642031604,1275275.561482234,1324070.4100239063,1279360.0
2017-07-31,4776.338239097568,47046.59373460996,29820.170359783104,4.540838596141887,1600.4858917808294,-328063.95190775953,1325828.5737776347,1409076.7028415021,1455811.66666667
2017-08-07,1347.1702559179814,39745.592095031214,88973.21246594151,0.32126207015548125,1640.871000604399,-169801.06976181423,1484091.4559235799,1615798.6230031452,1553355.0
2017-08-14,34979.55671017518,9042.34953106356,16435.77818573141,0.022726377697388982,817.5556199567117,-389698.9263860885,1264193.5992993056,1325468.8620726105,1374855.0
2017-08-21,10636.93458775958,1361.2331609091748,93324.06206936738,15885.533388447357,252.02729372001664,246336.09828931116,1900228.6239747053,2021688.414474909,1970110.0
2017-08-28,218132.53009957835,188.92977722926202,19846.017031248186,13463.219340461024,1692.8518963242166,471092.4307648442,2124984.9564502384,2378308.5045950795,2336431.66666667
2017-09-04,126067.23417654615,25.913543565334688,1187.7045059914274,1552.5749593023343,1687.6909344844678,361422.6068450767,2015315.1325304708,2145836.2506503602,2002065.0
2017-09-11,162814.8176557589,31041.23745174529,64826.45545370774,9562.60535461243,1654.499985112,119819.45500479868,1773711.980690193,2043611.5965911292,2027418.33333333
2017-09-18,73975.98980304945,6168.039687794015,6926.464734465513,932.5014720836507,1684.09934505344,242180.04836974037,1896072.5740551346,1985759.6690975807,1886570.0
2017-09-25,199952.08659462235,34590.7648219025,368.0225870860048,21351.049110087693,1721.9594483436078,585385.2688468929,2239277.794532287,2497261.677094329,2529721.66666667
2017-10-02,258307.9819996305,22372.430306709364,18.500584738534787,3903.3721729138892,1715.4767196271168,652776.8761779713,2306669.4018633654,2592987.163646985,2357930.0
2017-10-09,239441.43952346855,66510.27894478002,102639.2935525438,26401.295186395495,1733.249831186127,799102.7978635617,2452995.323548956,2889720.8805873296,3003391.66666667
2017-10-16,154578.35189589884,27297.465260602217,32274.55233650344,25623.06534289911,1722.7796436961796,636602.4427704094,2290494.9684558036,2531991.1829354037,2283685.0
2017-10-23,169115.29922859676,16153.431880364746,2198.749664397042,26177.831503818277,1731.1665232849969,679158.4289230406,2333050.954608435,2548427.4334088964,2584721.66666667
2017-10-30,90132.67466716575,2638.4666321985774,112.2193378151372,26747.853322893134,1745.2578350579793,808580.6366491388,2462473.162334533,2583849.6341296635,2565400.0
2017-11-06,78707.25691169924,62880.081350064014,105653.42248676239,24773.989583755636,1775.707247396341,1146865.8057640446,2800758.331449439,3074548.7890291163,3407085.0
2017-11-13,26987.098934967016,23269.906284211775,39310.71304615425,28232.624889267536,984.0549566364896,1168888.9366095692,2822781.462294963,2941565.8604062004,2803291.66666667
2017-11-20,119830.30556590513,30849.11082129173,27651.74229953702,24658.94854983512,328.69938555926393,1262762.5165286164,2916655.042214011,3119973.8488361384,3303155.0
2017-11-27,46688.08754067797,6112.78252955953,89310.2236448112,22198.202339669373,1849.8221501592893,1361584.9013073118,3015477.426992706,3181636.5451975837,3103743.33333333
2017-12-04,70711.10708590985,19312.390517222164,16667.59615617747,18995.99233091201,1829.6497615199528,885526.8372906897,2539419.362976084,2666936.0988278254,2793875.0
2017-12-11,23692.73362305476,3278.250699583368,967.4181038271252,23138.03631134138,1803.6287053553572,614282.6040973265,2268175.1297827205,2321055.1972258827,2260396.66666667
2017-12-18,136714.8848921007,18819.845704216164,48.87298715258197,15598.853161179153,1811.2004316351968,529488.4674215849,2183380.993106979,2356374.650283263,2399176.66666667
2017-12-25,227361.1273865015,3175.2109132105447,99106.27336071793,27899.061260543152,1783.945950144638,1814301.855443487,3468194.381128881,3827519.999999999,3827520.0
2018-01-01,137646.71227278185,448.97087492169635,78466.15072630046,25945.149313333834,1793.1004895576827,835588.6496516136,2489481.1753370077,2733781.2590139033,3109461.66666667
2018-01-08,56995.68775343042,184.6056145270858,11004.515045386157,26904.379471949607,1796.8533449193103,556463.158927014,2210355.6846124083,2307241.7258426207,2228128.33333333
2018-01-15,102351.09019291533,25.319343752689466,99725.74663742639,8366.257752064916,1783.1284410730689,251808.52203046787,1905701.047715862,2117952.5900830943,2202593.33333333
2018-01-22,37693.90187877195,6592.647814420023,104397.88744356866,778.9534634132024,1765.1237703970346,122182.10819067147,1776074.6338760657,1927303.1482466364,1918293.33333333
2018-01-29,55808.71103862017,966.3713337337167,36088.64263005238,56.3640382024107,1758.3369174097386,56098.93665281803,1709991.4623382122,1804669.8882962305,1862458.33333333
2018-02-05,17937.475176467993,133.58981083598013,67404.59081969352,7587.2495513068225,1791.2530235154293,296600.18416138913,1950492.7098467834,2045346.868228603,1975951.66666667
2018-02-12,14134.887511076087,6391.903583493656,7541.397175395938,686.2203641456789,1005.6861727010621,76612.30472875352,1730504.8304141476,1760264.92522096,1827318.33333333
2018-02-19,4078.343737810322,934.9319815666265,76255.08571956403,49.51912476330182,339.61114874313836,-33430.167692072006,1620462.3579933222,1702119.8497057697,1656268.33333333
2018-02-26,8602.49145528786,7871.3563836754665,91543.88975729197,3.5079844815590744,1705.7762563281717,-117856.25193362865,1536036.2737517655,1645763.2955888307,1703790.0
2018-03-05,2448.823312554339,1169.8579471010867,18333.31494754079,0.24818079456828926,1715.0545734836974,-161991.05817829995,1491901.4675070941,1515568.7664685687,1488115.0
2018-03-12,81702.34541899731,16810.801716812548,104194.38522826365,0.017556503437454792,1707.3308839974331,-204054.67468519945,1449837.8510001947,1654252.7318047693,1727330.0
2018-03-19,28260.97008044442,2767.5905015409217,35608.950235861426,0.0012419525547448908,1669.9019646773709,-445230.06508574664,1208662.4605996476,1276969.874624124,1208246.66666667
2018-03-26,37747.75807321398,15768.105193256213,50977.45168846738,8.785607175045855e-05,1681.1442213264625,-437276.49004174425,1216616.03564365,1322790.4949077698,1388960.0
2018-04-02,11561.51646907204,2563.718010699889,4386.165870039586,6.2149629292613515e-06,1651.4497016139535,734276.2909236387,2388168.816609033,2408331.6666666735,2408331.66666667
2018-04-09,3314.908078157261,1234.7377639767233,228.02010191092774,4.396482036125802e-07,1667.4214239513608,-540964.7856028985,1112927.7400824958,1119372.8274509318,1131721.66666667
2018-04-16,931.7052799988073,171.15315125563697,11.449458019205135,19856.983591065567,1627.2217703865515,-725851.1185752766,928041.4071101176,950639.920360843,950015.0
2018-04-23,260.38604572499423,33679.78274391298,0.5738860328273675,3267.9213535267254,1555.515984151558,-898273.8855900298,755618.6400953644,794382.8201087135,801298.333333333
2018-04-30,72.654780999966,6959.39484019137,0.028762570508246918,29781.082718794958,1514.1795938230127,-926582.719409775,727309.8062756192,765637.146971999,779838.333333334
2018-05-07,20.263627280069095,12159.748456099604,0.0014415436540804315,14540.296318437868,1608.2232844859627,-835409.3058658185,818483.2198195757,846811.7529474228,889546.666666667
2018-05-14,5.650881410313297,1895.639021122849,78506.96762691949,29846.083919477398,782.1747803282441,-852615.6333692233,801276.8923161709,912313.4085454292,862850.0
2018-05-21,13.353640033187736,2873.873535271647,11020.548370041477,14762.19305627922,237.23330603616753,918801.9390736115,2572694.4647590057,2601601.6666666674,2601601.66666667
2018-05-28,3.723844605947572,405.0987748425986,61898.73436961275,14245.187115976958,1595.4279248468524,-789811.5579359347,864080.9677494594,942229.1397793447,905008.333333334
2018-06-04,1.0384211202143032,55.684052276244785,6292.015249834205,1705.164156757542,1611.3743183686431,-749738.4458248729,904154.0798605212,913819.3560588781,910551.666666667
2018-06-11,845.3584855048155,7.627402562636164,70968.26719370556,126.8336627452893,1602.7666384226914,-795625.5820869037,858266.9435984904,931817.7969814313,923853.333333333
2018-06-18,236.2059932120053,692.4792787270544,8493.498102096992,9.005043143389834,1643.2182944932215,-679980.8739457385,973911.6517396556,984986.0584513283,982420.0
2018-06-25,65.9041064829371,95.4628055947989,91064.40711279276,24252.121296812944,1634.2026582386611,-647583.6861366639,1006308.8395487303,1123420.9375286521,1056811.66666667
2018-07-02,4173.320442974091,35902.50286658493,17955.53899330874,5650.0632119602315,1570.8779416078426,-814785.4319148075,839107.0937705867,904359.3972270226,932326.666666667
2018-07-09,1175.387781665659,7676.7535971534,93626.52319855783,28303.07361635194,1632.1836212558667,-595524.1651496604,1058368.3605357339,1190782.2823507185,1126221.66666667
2018-07-16,3189.6566392664195,12431.792695972264,20121.83205501266,10688.089448768558,1633.0513060524524,-585099.891381446,1068792.6343039481,1116857.0564490207,1140006.66666667
2018-07-23,5611.934845056805,1944.0839578148382,69772.05188064171,1090.8486438048294,1698.9010976978052,-273965.44948305085,1379927.0762023432,1460044.8966273593,1479303.33333333
2018-07-30,1586.0311446487794,271.4326057003895,8159.448424513784,79.66209645680351,1725.4843801486968,-1923.8714156296228,1651968.6542697647,1663790.7129212327,1647193.33333333
2018-08-06,6487.5621999929635,16106.87385850833,80584.3280348814,5.648238364303549,1752.2320816865265,175694.5269280702,1829587.0526134644,1934523.6970268984,2009478.33333333
2018-08-13,1837.3671434056967,2629.39839213197,11878.191442958763,25331.842055923174,952.4311875019703,-133571.17619675508,1520321.349488639,1562950.5797105604,1523443.33333333
2018-08-20,100272.07559572019,22415.77614717283,659.4748494635314,6572.6864999592335,313.16657783673577,-386703.6777078875,1267188.8479775067,1397422.0276476592,1420118.33333333
2018-08-27,36689.24715402909,3957.6442066290642,33.23152365219597,25457.19244611601,1738.0130423629912,21472.902003852534,1675365.4276892468,1743240.756062036,1673551.66666667
2018-09-03,27779.379510203722,12876.848484696517,12793.720750342625,6693.574352427387,1773.5280390231742,275117.6792290117,1929010.204914406,1990927.2560510992,2061091.66666667
2018-09-10,8292.954207390492,2023.9921875065827,9746.926857070508,586.1623249730351,1789.9585809978541,501786.8432822099,2155679.368967604,2178119.3631255426,2144110.0
2018-09-17,2358.9406878093064,6511.201972892297,89274.5366762881,23579.26180224639,1768.33109683446,319184.4563219663,1973076.9820073606,2096569.254243431,2058653.33333333
2018-09-24,863.9122064709508,5109.252467402082,16642.823028533276,5164.690561434079,1796.668571664318,546432.3384289163,2200324.8641143106,2229902.210949815,2208345.0
2018-10-01,245568.93544942286,4076.6399464957394,46084.106315930345,12804.545325865396,1821.3957495714367,679085.8888215715,2332978.414506966,2643334.0372942514,2603008.33333333
2018-10-08,164055.3601756137,581.8601541422797,47024.209499390985,19807.211956825042,1809.3148104788038,634643.6811884783,2288536.2068738723,2521814.1634703237,2313193.33333333
2018-10-15,174595.82420392786,9079.464049749395,23196.298488918284,21650.908263015597,1827.984998154514,865350.0926166589,2519242.618302053,2749593.0983058186,2813106.66666667
2018-10-22,83113.7593967327,1367.3795561442087,1435.2294609028854,4048.2709582066836,1838.9287791971615,1029066.0618227182,2682958.587508112,2774762.155659296,2665110.0
2018-10-29,84632.09724249119,189.79470519134406,36874.78903338848,28226.046924564205,1843.4530238572731,1025703.6793104177,2679596.204995812,2831362.385925304,2947875.0
2018-11-05,29528.967614633748,30367.722827743703,29253.785177285834,10534.624233092025,1846.8915004412463,1054660.709799968,2708553.235485362,2810085.2268385584,2768941.66666667
2018-11-12,126843.30107433056,5975.674525431832,1928.1148617736399,28608.38363662531,1087.9816485228016,741189.6554845464,2395082.1811699406,2559525.636916625,2666240.0
2018-11-19,50596.66973442719,8654.410160324744,98.18511659366182,11333.776535640325,383.40881180644465,897071.4969629663,2550964.0226483606,2622030.473007153,2559550.0
2018-11-26,132505.66704823196,1297.2875957351557,99224.88147326162,27738.877664083702,1861.4675586501176,612022.8478874387,2265915.373572833,2528543.5549127953,2653766.66666667
2018-12-03,53890.9099949101,7604.538968401,26543.8719026638,9641.262907875656,1846.992158446999,477443.03618756705,2131335.561872961,2230863.1378052584,2144703.33333333
2018-12-10,17230.71428533932,1126.9320748670716,76641.61507936333,943.1080303665739,1867.1314747309793,750593.9769580268,2404486.502643421,2502296.003588088,2451681.66666667
2018-12-17,5009.654153423819,1197.5787326960901,10317.22631576034,68.57265010928184,1865.5981170299983,819910.0083961507,2473802.5340815447,2492261.164050564,2469486.66666667
2018-12-24,250237.46259067595,165.93979296459645,81713.9052696691,28719.601799482618,1882.059126799644,893501.70190494,2547394.227590334,2910113.1961699263,3208150.0
2018-12-31,238233.91770288485,22.754993340010564,12381.57084806505,11585.028208867123,1854.383680050977,964992.456070734,2618884.9817561284,2882962.637189336,2746851.66666667
2019-01-07,152785.4985656326,5.037986381479076,16721.204537200476,17158.047330308156,1880.4048515663476,906428.0512320098,2560320.576917404,2748870.770188493,2566165.0
2019-01-14,95006.95849789679,0.6897351544144457,13938.737663156342,2392.4245336734725,1874.2270394853324,762307.3528459737,2416199.878531368,2529412.916000734,2554828.33333333
2019-01-21,34202.18232032344,1569.1695898987346,48693.28827389107,22333.75973101023,1845.5515260276263,263806.9701448925,1917699.4958302868,2026343.447271438,1959706.66666667
2019-01-28,68461.80836603913,218.25094595037098,4059.267560205432,4404.1952812484815,1860.693247915736,574982.4428470986,2228874.968532493,2307879.183933852,2424486.66666667
2019-02-04,22792.928808649332,29.944039351482232,62149.125178111244,356.65630044027085,1846.1103790583968,274691.87832652964,1928584.4040119238,2015759.1687175345,1953060.0
2019-02-11,21813.30980910212,4.100569337770179,28440.142689652675,19853.57434033285,1086.7702311946962,304330.51007938746,1958223.0357647818,2029420.933404402,2086935.0
2019-02-18,6414.7089133174295,0.5613910089594109,10707.019328131011,3266.616355283189,382.73643708821265,27336.758952004664,1681229.2846373988,1702000.9270622279,1675816.66666667
2019-02-25,17647.563672108947,1995.383631253933,11628.135489934879,254.99901953668407,1810.1116576461563,177524.19850152422,1831416.7241869185,1864752.917657399,1976413.33333333
